name,certificate,distribution,score,amount,Date,Extra,duration
Alimony (1949),USA:Passed,0001321000,5.7,87,USA:11-June-1949,,70
Alive or Dead (2008),USA:R,3111000000,3.1,698,USA:17-June-2008,(DVDpremiere),83
All for Liberty (2009),USA:PG-13,01.0011103,6.8,40,USA:4-July-2009,(DVDpremiere),86
All for Liberty (2009),USA:PG-13,01.0011103,6.8,40,USA:2009,,86
All Good Things (2010),USA:R,0000122100,6.3,45790,USA:3-December-2010,(limited),101
All Good Things (2010),USA:R,0000122100,6.3,45790,USA:5-November-2010,(VideoOnDemand),101
All I Want (2011),USA:PG,.2.11....4,6.1,7,USA:14-January-2011,(DVDpremiere),90
All Night Bodega (2002),USA:R,0000112100,6.6,68,USA:20-January-2003,(SlamdanceFilmFestival),91
All Night Bodega (2002),USA:R,0000112100,6.6,68,USA:2-August-2002,(NewYorkInternationalIndependentFilmandVideoFestival),91
All Over Again (2001),USA:PG,1001201001,4.9,103,USA:12-June-2007,(DVDpremiere),90
All Roads Lead Home (2008),USA:PG,0000121001,6.0,669,USA:27-January-2008,(SantaBarbaraFilmFestival),108
All Roads Lead Home (2008),USA:PG,0000121001,6.0,669,USA:February-2008-,(InternationalFamilyFilmFestival),108
All Roads Lead Home (2008),USA:PG,0000121001,6.0,669,USA:13-January-2009,(DVDpremiere),108
All Roads Lead Home (2008),USA:PG,0000121001,6.0,669,USA:26-September-2008,(limited),108
All Roads Lead Home (2008),USA:PG,0000121001,6.0,669,USA:1-September-2009,(TVpremiere),108
All Roads Lead Home (2008),USA:PG,0000121001,6.0,669,USA:17-October-2008,(AustinFilmFestival),108
All Roads Lead Home (2008),USA:PG,0000121001,6.0,669,USA:12-April-2008,(PalmBeachInternationalFilmFestival),108
All Roads Lead Home (2008),USA:PG,0000121001,6.0,669,USA:21-March-2009,(TiburonInternationalFilmFestival),108
All That I Need (2005),USA:R,1000000014,6.8,338,USA:2-December-2005,,80
All That I Need (2005),USA:R,1000000014,6.8,338,USA:18-February-2006,(DVDpremiere),80
All That Money Can Buy (1941),USA:Approved,0000002311,7.8,3771,USA:1-July-1952,(re-release),85
All That Money Can Buy (1941),USA:Approved,0000002311,7.8,3771,USA:17-October-1941,,85
All the Boys Love Mandy Lane (2006),USA:R,0001121000,5.6,27574,USA:22-September-2013,(AustinFantasticFest),90
All the Boys Love Mandy Lane (2006),USA:R,0001121000,5.6,27574,USA:6-September-2013,(internet),90
All the Boys Love Mandy Lane (2006),USA:R,0001121000,5.6,27574,USA:11-October-2013,(limited),90
All the Boys Love Mandy Lane (2006),USA:R,0001121000,5.6,27574,USA:2-May-2013,(StanleyFilmFestival),90
All the Boys Love Mandy Lane (2006),USA:R,0001121000,5.6,27574,USA:31-May-2013,(SeattleInternationalFilmFestival),90
All the Boys Love Mandy Lane (2006),USA:R,0001121000,5.6,27574,USA:23-July-2010,(Comic-ConInternationalIndependentFilmFestival),90
All the Boys Love Mandy Lane (2006),USA:R,0001121000,5.6,27574,USA:13-April-2013,(ChicagoCriticsFilmFestival),90
All the Boys Love Mandy Lane (2006),USA:R,0001121000,5.6,27574,USA:10-March-2007,(SouthbySouthwestFilmFestival),90
All the Brothers Were Valiant (1953),USA:Approved,0000122100,6.3,703,USA:13-November-1953,,101
All the Right Noises (1971),USA:PG,0000122001,6.2,186,USA:January-1973,,92
All the Right Noises (1971),USA:GP,0000122001,6.2,186,USA:January-1973,,92
Alla ricerca del piacere (1972),USA:R,0000122100,6.3,565,USA:June-1978,,85
Allegheny Sunset (2008),USA:R,.......4.6,9.2,5,USA:21-June-2008,(DVDpremiere),85
Allegro non troppo (1976),USA:PG,0000002211,7.5,2231,USA:27-July-1977,,75
Allegro non troppo (1976),USA:PG,0000002211,7.5,2231,USA:November-1976-,(ChicagoInternationalFilmFestival),75
Almost Famous (2000),USA:R,0000001211,7.9,222016,USA:13-September-2000,(limited),162
Almost Famous (2000),USA:R,0000001211,7.9,222016,USA:22-September-2000,,162
Alone in the Dark (2005),USA:R,4110000000,2.3,39084,USA:28-January-2005,,96
Alone in the Dark (2005),USA:R,4110000000,2.3,39084,USA:28-January-2005,,94
Along the Way (2007),USA:R,0000000105,6.9,248,USA:1-October-2007,(limited),97
Alpha Dog (2006),USA:R,0000013200,6.9,91925,USA:27-January-2006,(SundanceFilmFestival),117
Alpha Dog (2006),USA:R,0000013200,6.9,91925,USA:27-January-2006,(SundanceFilmFestival),122
Alpha Dog (2006),USA:R,0000013200,6.9,91925,USA:12-January-2007,,117
Alpha Dog (2006),USA:R,0000013200,6.9,91925,USA:12-January-2007,,122
Altergeist (2014),USA:R,1111100000,3.9,297,USA:7-November-2014,,94
Alvin and the Chipmunks: The Road Chip (2015),USA:PG,1000110002,5.1,12390,USA:18-December-2015,,92
Alvin and the Chipmunks: The Squeakquel (2009),USA:PG,1001110000,4.5,35242,USA:23-December-2009,,88
Alvin and the Chipmunks: The Squeakquel (2009),USA:PG,1001110000,4.5,35242,USA:23-December-2009,,88
Alvin Purple (1973),USA:R,0001121000,5.8,377,USA:11-October-1974,,87
Alvin Purple (1973),USA:R,0001121000,5.8,377,USA:27-January-2013,(FilmSocietyofLincolnCenter),87
Amazons (1986),USA:R,0012110000,4.5,377,USA:29-October-1986,,76
America (1924),USA:Passed,0000122100,6.5,291,USA:21-February-1924,,93
America: Imagine the World Without Her (2014),USA:PG-13,2000000004,5.6,5758,USA:27-June-2014,(limited),105
America: Imagine the World Without Her (2014),USA:PG-13,2000000004,5.6,5758,USA:2-July-2014,,105
American Eagle (1989),USA:R,0011110001,5.0,69,USA:24-August-1989,,92
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:March-2007-,(FloridaFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:13-November-2007,(St.LouisInternationalFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:January-2007-,(SlamdanceFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:May-2007-,(MarylandFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:April-2007-,(ArizonaInternationalFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:10-May-2008,(SantaCruzFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:29-February-2008,(GasparillaFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:April-2007-,(SarasotaFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:7-November-2007,(AFIInternationalFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:11-October-2007,(NewHampshireFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:12-October-2007,(BendFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:13-October-2007,(AustinFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:February-2007-,(USComedyArtsFestivalAspen),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:March-2007-,(AFIDallasInternationalFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:11-August-2007,(RhodeIslandInternationalFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:15-March-2008,(TiburonInternationalFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:April-2007-,(PhiladelphiaInternationalFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:17-November-2007,(StarzDenverInternationalFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:June-2007-,(WaterfrontFilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:2008-,(Oxford-FilmFestival),84
American Fork (2007),USA:PG-13,0000022101,6.3,566,USA:5-November-2009,(limited),84
American Fusion (2005),USA:PG-13,0000011101,5.9,155,USA:22-October-2005,(HawaiiFilmFestival),94
American Fusion (2005),USA:PG-13,0000011101,5.9,155,USA:17-August-2007,(limited),94
American Gangster (2007),USA:R,0000002311,7.8,345631,USA:2-November-2007,,176
American Gangster (2007),USA:R,0000002311,7.8,345631,USA:2-November-2007,,157
American Generator (2003),USA:PG-13,.......216,9.4,8,USA:28-October-2003,(DeepEllumFilmFestival),93
American Gothic (1987),USA:R,0001121000,5.8,2485,USA:May-1988,,90
American History X (1998),USA:R,0000001232,8.5,868976,USA:20-November-1998,,101
American History X (1998),USA:R,0000001232,8.5,868976,USA:30-October-1998,(limited),101
American Kickboxer 2 (1993),USA:R,2111000000,3.5,243,USA:4-August-1993,(videopremiere),93
American Made (2017),USA:R,0000013200,7.2,54330,USA:29-September-2017,,115
American Nitro (1979),USA:PG,0....1.323,8.3,19,USA:May-1979,,75
American Primitive (2009),USA:PG-13,0000010003,5.8,142,USA:March-2010-,(CinegearFilmExpoSeries),83
American Primitive (2009),USA:PG-13,0000010003,5.8,142,USA:11-July-2009,(OutfestFilmFestival),83
American Primitive (2009),USA:PG-13,0000010003,5.8,142,USA:May-2009-,(SeattleInternationalFilmFestival),83
American Primitive (2009),USA:PG-13,0000010003,5.8,142,USA:2014,,83
American Primitive (2009),USA:PG-13,0000010003,5.8,142,USA:January-2009-,(PalmSpringsInternationalFilmFestival),83
American Son (2008),USA:R,0000111001,5.6,714,USA:19-January-2008,(SundanceFilmFestival),90
American Son (2008),USA:R,0000111001,5.6,714,USA:25-August-2009,(DVDpremiere),90
American Son (2008),USA:R,0000111001,5.6,714,USA:13-June-2008,(SeattleInternationalFilmFestival),90
American Violet (2008),USA:PG-13,0000012201,7.0,2187,USA:29-August-2008,(TellurideFilmFestival),103
American Violet (2008),USA:PG-13,0000012201,7.0,2187,USA:17-April-2009,,103
American Violet (2008),USA:PG-13,0000012201,7.0,2187,USA:4-April-2009,(PhoenixFilmFestival),103
American Wedding (2003),USA:R,0000122100,6.3,172946,USA:24-July-2003,(premiere),103
American Wedding (2003),USA:R,0000122100,6.3,172946,USA:1-August-2003,,103
Americano (2005),USA:R,0000111111,6.3,1214,USA:8-June-2005,(SeattleInternationalFilmFestival),95
Americano (2005),USA:R,0000111111,6.3,1214,USA:20-October-2005,(AustinFilmFestival),95
Americano (2005),USA:R,0000111111,6.3,1214,USA:18-April-2006,(DVDpremiere),95
Americano (2005),USA:R,0000111111,6.3,1214,USA:24-April-2006,(NewportBeachInternationalFilmFestival),95
Americano (2005),USA:R,0000111111,6.3,1214,USA:30-March-2006,(VailFilmFestival),95
Americano (2005),USA:R,0000111111,6.3,1214,USA:7-January-2005,(PalmSpringsInternationalFilmFestival),95
Americano (2005),USA:R,0000111111,6.3,1214,USA:23-September-2005,(SidewalkMovingPictureFestival),95
Americons (2017),USA:R,2001100002,3.9,153,USA:19-January-2017,(limited),88
Amigo (2010),USA:R,1000011101,5.8,496,USA:19-August-2011,(limited),124
Amo un assassino (1951),USA:Approved,....4.2.4.,7.0,5,USA:18-February-1954,,90
Among Giants (1998),USA:R,0001121000,5.9,835,USA:April-1999,,93
Among Giants (1998),USA:R,0001121000,5.9,835,USA:26-March-1999,(limited),93
Among the Cinders (1984),USA:R,...0131200,6.7,39,USA:July-1985,,104
Amore! (1993),USA:PG-13,0021200000,4.4,103,USA:2-November-1993,,90
Amusement (2008),USA:R,1001111000,5.1,9899,USA:20-January-2009,(DVDpremiere),85
An American in China (2008),USA:PG-13,1001110002,5.1,175,USA:14-November-2008,(RedRockFilmFestival),90
An American in China (2008),USA:PG-13,1001110002,5.1,175,USA:4-April-2008,(PhoenixFilmFestival),90
An American in China (2008),USA:PG-13,1001110002,5.1,175,USA:24-November-2009,(DVDpremiere),90
An Enemy of the People (1978),USA:G,0000012101,7.1,813,USA:17-March-1978,,103
An Evergreen Christmas (2014),USA:PG,0000011102,6.0,263,USA:4-November-2014,,98
An Invisible Sign (2010),USA:PG-13,0001111000,5.4,3560,USA:1-April-2011,(VideoOnDemand),96
An Invisible Sign (2010),USA:PG-13,0001111000,5.4,3560,USA:6-May-2011,(limited),96
An Invisible Sign (2010),USA:PG-13,0001111000,5.4,3560,USA:7-October-2010,(HamptonsInternationalFilmFestival),96
Anacondas: The Hunt for the Blood Orchid (2004),USA:PG-13,0011210000,4.6,24190,USA:27-August-2004,,97
Anche gli angeli mangiano fagioli (1973),USA:PG,0000132100,6.4,2043,USA:1974,,111
Anchorman: The Legend of Ron Burgundy (2004),USA:R,0000012211,7.2,288977,USA:9-July-2004,,104
Anchorman: The Legend of Ron Burgundy (2004),USA:PG-13,0000012211,7.2,288977,USA:9-July-2004,,104
Anchors Aweigh (1945),USA:Approved,0000013211,7.2,6576,USA:August-1945,,140
Anchors Aweigh (1945),USA:Passed,0000013211,7.2,6576,USA:August-1945,,140
Ancient Evil: Scream of the Mummy (1999),USA:R,5100000000,2.0,1100,USA:17-October-2000,(videopremiere),86
Ancient Evil: Scream of the Mummy (1999),USA:R,5100000000,2.0,1100,USA:22-June-1999,,86
And Soon the Darkness (1970),USA:GP,0000022100,6.7,2087,USA:9-April-1971,,94
And Soon the Darkness (1970),USA:PG,0000022100,6.7,2087,USA:9-April-1971,,94
Andre (1994),USA:PG,0000221001,5.7,5597,USA:17-August-1994,,94
Angel (1982),USA:R,0000122100,6.4,595,USA:11-February-1984,(MiamiInternationalFilmFestival),92
Angel Blade (2002),USA:R,3110000001,3.2,178,USA:10-February-2002,,93
Angel Blade (2002),USA:R,3110000001,3.2,178,USA:23-May-2006,(DVDpremiere),93
Angel Dog (2011),USA:PG,0000111002,5.8,312,USA:29-April-2011,(HillCountryFilmFestival),90
Angel Dog (2011),USA:PG,0000111002,5.8,312,USA:6-December-2011,(videopremiere),90
Angel in Exile (1948),USA:Approved,0000111200,6.4,68,USA:3-September-1948,,60
Angel on My Shoulder (1946),USA:Passed,0000013200,6.9,1926,USA:20-September-1946,,120
Angel on My Shoulder (1946),USA:Approved,0000013200,6.9,1926,USA:20-September-1946,,120
Angel on the Amazon (1948),USA:Approved,0.01211100,6.1,48,USA:1-November-1948,,60
Angélica (1939),USA:Approved,.1.1.141..,5.9,7,USA:19-December-1946,,93
Angels (1976),USA:R,2111010..0,3.7,64,USA:April-1976,,90
Angels Crest (2002),USA:R,1001000201,5.3,103,USA:17-October-2002,(AustinFilmFestival),87
Angels with Angles (2005),USA:PG,2000100003,5.6,113,USA:16-December-2005,,87
Angustia (1987),USA:R,0000012100,6.7,2665,USA:8-January-1988,,89
Annabelle Lee (1974),USA:R,..22.4.2..,5.4,5,USA:February-1974,,84
Annabelle Lee (1974),USA:R,..22.4.2..,5.4,5,USA:February-1974,,85
Annie (1982),USA:PG,0000122101,6.5,33623,USA:18-June-1982,,127
Annie (1982),USA:PG,0000122101,6.5,33623,USA:21-May-1982,(limited),127
Anonimo veneziano (1970),USA:GP,0000012111,7.0,348,USA:14-September-1971,,91
Another Nice Mess (1972),USA:PG,10.0012101,6.4,47,USA:22-September-1972,,66
Another You (1991),USA:R,0001221000,5.3,2990,USA:26-July-1991,,98
Answers to Nothing (2011),USA:R,1001110001,5.1,924,USA:2-December-2011,(limited),124
Answers to Nothing (2011),USA:R,1001110001,5.1,924,USA:21-October-2011,(HollywoodFilmFestival),124
Answers to Nothing (2011),USA:R,1001110001,5.1,924,USA:22-September-2011,(WoodstockFilmFestival),124
Antropophagus (1980),USA:R,0001111000,5.4,4233,USA:9-October-1981,,87
Antropophagus (1980),USA:R,0001111000,5.4,4233,USA:1-October-1982,(re-release),87
Anxiety (2008),USA:R,50.......3,4.1,12,USA:10-October-2008,(SacramentoFilmFestival),130
Anxiety (2008),USA:R,50.......3,4.1,12,USA:2008,,130
Any Given Sunday (1999),USA:R,0000013200,6.8,102436,USA:22-December-1999,,156
Any Given Sunday (1999),USA:R,0000013200,6.8,102436,USA:22-December-1999,,156
Anybody Here Seen Kelly? (1928),USA:Passed,0...30.0.3,6.8,11,USA:9-September-1928,,80
Apartment Zero (1988),USA:R,0000011111,6.9,3287,USA:May-1989-,(SeattleInternationalFilmFestival),117
Apartment Zero (1988),USA:R,0000011111,6.9,3287,USA:30-September-1988,(CinetexFilmFestival),117
Apartment Zero (1988),USA:R,0000011111,6.9,3287,USA:October-1988-,(IFPNewYork),117
Appassionata (1944),USA:Passed,000.212100,6.0,28,USA:16-November-1946,,93
Appassionata (1944),USA:Approved,000.212100,6.0,28,USA:16-November-1946,,93
Après vous... (2003),USA:R,0000023100,6.6,2800,USA:9-October-2004,(ChicagoInternationalFilmFestival),110
Après vous... (2003),USA:R,0000023100,6.6,2800,USA:25-May-2005,(SeattleInternationalFilmFestival),110
Après vous... (2003),USA:R,0000023100,6.6,2800,USA:3-June-2005,(limited),110
April Showers (2009),USA:R,0000111001,6.0,889,USA:18-April-2009,(NashvilleFilmFestival),94
April Showers (2009),USA:R,0000111001,6.0,889,USA:24-April-2009,(limited),94
Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),USA:R,0000011102,6.9,12541,USA:13-April-2007,,86
Aquanoids (2003),USA:R,5100000000,1.9,423,USA:2-February-2003,,78
Arch of Triumph (1948),USA:Approved,0000122100,6.4,1120,USA:6-March-1948,,133
Archeology of Memory: Villa Grimaldi (2008),USA:PG,.....1..25,9.1,7,USA:5-October-2008,(MillValleyFilmFestival),88
Archeology of Memory: Villa Grimaldi (2008),USA:PG,.....1..25,9.1,7,USA:2-April-2009,(AshlandFilmFestival),88
Archeology of Memory: Villa Grimaldi (2008),USA:PG,.....1..25,9.1,7,USA:22-March-2009,(MediaArtsFestival),88
Archeology of Memory: Villa Grimaldi (2008),USA:PG,.....1..25,9.1,7,USA:26-September-2008,(VancouverInternationalFilmFestival),88
Arctic Blue (1993),USA:R,0001210000,5.1,799,USA:19-September-1995,(videopremiere),95
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:17-June-2007,(SilverdocsFilmFestival),90
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:17-June-2007,(SilverdocsFilmFestival),96
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:17-August-2007,,90
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:17-August-2007,,96
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:25-July-2007,(limited),90
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:25-July-2007,(limited),96
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:17-June-2007,(SilverdocsFilmFestival),90
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:17-June-2007,(SilverdocsFilmFestival),96
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:25-July-2007,(limited),90
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:25-July-2007,(limited),96
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:17-August-2007,,90
Arctic Tale (2007),USA:G,0000012101,7.0,1657,USA:17-August-2007,,96
Are We Done Yet? (2007),USA:PG,2011110000,4.1,16925,USA:4-April-2007,,92
Arizona Summer (2004),USA:PG,1001110001,4.7,231,USA:27-June-2006,(DVDpremiere),102
Arlen Faber (2009),USA:R,0000122100,6.4,5889,USA:24-July-2009,(limited),95
Arlen Faber (2009),USA:R,0000122100,6.4,5889,USA:April-2009-,(NewportBeachInternationalFilmFestival),95
Arlen Faber (2009),USA:R,0000122100,6.4,5889,USA:2-April-2009,(PhoenixFilmFestival),95
Arlen Faber (2009),USA:R,0000122100,6.4,5889,USA:26-June-2009,(VideoOnDemand),95
Arlen Faber (2009),USA:R,0000122100,6.4,5889,USA:18-January-2009,(SundanceFilmFestival),95
Arlen Faber (2009),USA:R,0000122100,6.4,5889,USA:22-July-2009,(TVpremiere),95
Arlen Faber (2009),USA:R,0000122100,6.4,5889,USA:May-2009-,(SeattleInternationalFilmFestival),95
Arlen Faber (2009),USA:R,0000122100,6.4,5889,USA:2-April-2009,(SonomaInternationalFilmFestival),95
Arlen Faber (2009),USA:R,0000122100,6.4,5889,USA:23-July-2009,(StonyBrooksFilmFestival),95
Armageddon (1998),USA:PG-13,0000012100,6.6,347486,USA:1-July-1998,,153
Arnolds Park (2007),USA:PG-13,1010100.02,5.6,94,USA:20-July-2007,(limited),103
Around Every Corner (2015),USA:R,1000..0013,7.0,24,USA:29-May-2015,(videopremiere),115
Around the Bend (2004),USA:R,0000122100,6.5,3921,USA:14-October-2004,(AustinFilmFestival),85
Around the Bend (2004),USA:R,0000122100,6.5,3921,USA:8-October-2004,(limited),85
Around the Bend (2004),USA:R,0000122100,6.5,3921,USA:9-October-2004,(ChicagoInternationalFilmFestival),85
Around the World in 80 Days (1956),USA:Passed,0000023100,6.8,20004,USA:17-October-1956,,175
Around the World in 80 Days (1956),USA:G,0000023100,6.8,20004,USA:17-October-1956,,175
Around the World in 80 Days (1956),USA:G,0000023100,6.8,20004,USA:29-April-1983,(re-release),175
Around the World in 80 Days (1956),USA:Approved,0000023100,6.8,20004,USA:17-October-1956,,175
Around the World in 80 Days (1956),USA:Passed,0000023100,6.8,20004,USA:29-April-1983,(re-release),175
Around the World in 80 Days (1956),USA:Approved,0000023100,6.8,20004,USA:29-April-1983,(re-release),175
Arrgh! A Pirate Story (2011),USA:PG,20......06,7.6,19,USA:18-July-2011,(videopremiere),94
Arrgh! A Pirate Story (2011),USA:PG,20......06,7.6,19,USA:18-July-2011,(videopremiere),110
Arrowsmith (1931),USA:Passed,0000122100,6.2,1207,USA:26-December-1931,,99
Arthur Newman (2012),USA:R,0000221000,5.7,6016,USA:26-April-2013,(limited),101
Artifice: Loose Fellowship and Partners (2015),USA:PG-13,52..0.0..0,2.7,13,USA:3-March-2017,,109
Artworks (2003),USA:R,0001110001,5.1,251,USA:21-February-2004,(TexasFilmFestival),96
Artworks (2003),USA:R,0001110001,5.1,251,USA:10-April-2003,(WorldFestHouston),96
Artworks (2003),USA:R,0001110001,5.1,251,USA:23-August-2004,(TVpremiere),96
As Good as Dead (2010),USA:R,0001210000,5.2,1354,USA:14-April-2010,(BeverlyHillsFilmFestival),100
As Good as Dead (2010),USA:R,0001210000,5.2,1354,USA:8-October-2010,,100
Asoka (2001),USA:R,0000011103,6.7,11699,USA:26-October-2001,(limited),155
Asoka (2001),USA:R,0000011103,6.7,11699,USA:8-October-2005,(PacificRimFilmFestival),155
