name,certificate,distribution,score,amount,Date,Extra,duration
Stonewall (1995),USA:R,1000012111,6.6,1364,USA:26-October-1996,(RochesterImageOutLesbianandGayFilmandVideoFestival),94
Storia di una monaca di clausura (1973),USA:R,0001212000,5.5,222,USA:March-1975,,97
Storm Over Lisbon (1944),USA:Approved,00.1221010,5.8,29,USA:16-October-1944,,67
Storm Over Lisbon (1944),USA:Passed,00.1221010,5.8,29,USA:16-October-1944,,67
Straight Into Darkness (2004),USA:R,0001111100,5.1,1194,USA:March-2004-,(SouthbySouthwestFilmFestival),95
Straight Into Darkness (2004),USA:R,0001111100,5.1,1194,USA:19-February-2004,(BestoftheMilanoInternationalFilmFestival),95
Straight Into Darkness (2004),USA:R,0001111100,5.1,1194,USA:6-June-2006,(DVDpremiere),95
Straight Into Darkness (2004),USA:R,0001111100,5.1,1194,USA:January-2004-,(limited),95
Straight Out of Brooklyn (1991),USA:R,0000122101,5.9,504,USA:June-1991,,91
Straight Out of Brooklyn (1991),USA:R,0000122101,5.9,504,USA:January-1991-,(SundanceFilmFestival),91
Straight to Hell (1987),USA:R,0000111101,5.8,1930,USA:26-June-1987,,86
Strange Wilderness (2008),USA:R,0001111001,5.3,19489,USA:1-February-2008,,87
Stranger on Horseback (1955),USA:Approved,0000122100,6.8,376,USA:23-March-1955,,66
Strangers of the Evening (1932),USA:Passed,0002210000,5.2,131,USA:15-May-1932,,66
Strapless (1989),USA:R,0000121000,5.9,322,USA:18-May-1990,,99
Strapless (1989),USA:R,0000121000,5.9,322,USA:23-September-1989,(NewYorkFilmFestival),99
Stratton (2017),USA:R,0001210000,4.8,1587,USA:5-January-2018,,95
Strawberry Shortcake: The Glimmerberry Ball Movie (2010),USA:G,1.00.30002,6.5,22,USA:31-July-2010,(DVDpremiere),64
Street Asylum (1990),USA:R,0010111000,5.3,93,USA:6-June-1990,(videopremiere),94
Street Crimes (1992),USA:R,0001121000,5.4,121,USA:2-September-1992,(videopremiere),94
Street Law (1995),USA:R,1011100001,4.5,163,USA:25-July-1995,(videopremiere),98
Street Music (1981),USA:R,0..111.102,6.8,32,USA:October-1981-,(ChicagoInternationalFilmFestival),93
Street Poet (2010),USA:R,2000100001,5.0,24,USA:2-March-2010,,87
Streets (1990),USA:R,0000121001,6.0,565,USA:19-January-1990,,85
Strictly Business (1991),USA:PG-13,0001211000,5.4,1525,USA:8-November-1991,,83
Stridulum (1979),USA:R,0011111000,4.9,2109,USA:21-November-1980,,90
Stridulum (1979),USA:R,0011111000,4.9,2109,USA:21-November-1980,,108
Stridulum (1979),USA:R,0011111000,4.9,2109,USA:31-October-2013,(re-release),90
Stridulum (1979),USA:R,0011111000,4.9,2109,USA:31-October-2013,(re-release),108
Strike Commando (1987),USA:R,1000111001,5.2,533,USA:November-1987,,104
Stringer (1992),USA:R,0002100002,5.7,34,USA:22-September-1993,(videopremiere),85
Strings (2004),USA:PG,0000012211,7.0,3717,USA:2-June-2005,(SeattleInternationalFilmFestival),91
Stripes (1981),USA:R,0000013200,6.9,53430,USA:26-June-1981,,122
Stripes (1981),USA:R,0000013200,6.9,53430,USA:26-June-1981,,122
Striptease (1996),USA:R,0011210000,4.3,37180,USA:28-June-1996,,117
Stripteaser (1995),USA:R,1001111001,4.7,205,USA:11-July-1995,(videopremiere),82
Stryker (1983),USA:R,0012110000,4.2,434,USA:2-September-1983,,86
Stuart Saves His Family (1995),USA:PG-13,1001111101,5.3,2391,USA:12-April-1995,,95
Stuck on You! (1982),USA:R,1111101001,4.7,341,USA:January-1983,,97
Student Affairs (1987),USA:R,0101021..1,5.6,28,USA:1-September-1988,(videopremiere),92
Stuey (2003),USA:R,0000122100,6.1,1876,USA:20-September-2003,(SanDiegoFilmFestival),110
Stuey (2003),USA:R,0000122100,6.1,1876,USA:1-May-2003,(NashvilleIndependentFilmFestival),110
Stuey (2003),USA:R,0000122100,6.1,1876,USA:30-January-2005,(TVpremiere),110
Stuey (2003),USA:R,0000122100,6.1,1876,USA:30-July-2003,(DancesWithFilmsFestivaloftheUnknowns),110
Stuey (2003),USA:R,0000122100,6.1,1876,USA:13-September-2003,(BostonFilmFestival),110
Stuntmen (2009),USA:R,0000000004,5.4,607,USA:18-August-2009,(DVDpremiere),90
Subject Two (2006),USA:R,0000111100,5.5,1374,USA:14-April-2006,,93
Subject Two (2006),USA:R,0000111100,5.5,1374,USA:20-January-2006,(SundanceFilmFestival),93
Sublet (1998),USA:R,0001212000,5.1,186,USA:21-December-1999,,93
Submarine D-1 (1937),USA:Approved,0000122000,5.9,125,USA:27-November-1937,,94
Subterano (2003),USA:R,1011110000,4.2,563,USA:28-January-2003,(DVDpremiere),96
Subtle Seduction (2008),USA:R,31110.00.1,3.7,33,USA:15-August-2008,(BlackHarvestInternationalFilmandVideoFestival),90
Suburban Roulette (1968),USA:R,2000010002,5.1,114,USA:June-1968,,81
Subway (1985),USA:R,0000122100,6.6,12045,USA:6-November-1985,,98
Sucker Punch (2008),USA:R,0001111000,5.0,1114,USA:18-October-2011,(DVDpremiere),92
Suez (1938),USA:Approved,0000113100,6.7,566,USA:28-October-1938,,98
Suffering Bastards (1989),USA:R,101012.101,5.7,49,USA:30-November-1990,(videopremiere),89
Sugar Boxx (2009),USA:R,2111000001,3.7,199,USA:5-September-2009,,86
Suicide Run (2001),USA:R,21.1110..1,4.3,15,USA:24-November-2001,(premiere),90
Summer Job (1989),USA:R,0011010001,4.7,342,USA:March-1989,,92
Sunset Grill (1993),USA:R,0002111000,5.0,317,USA:3-March-1993,(videopremiere),105
Sunset Strip (1993),USA:R,1111100001,4.5,78,USA:7-September-1993,,95
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:4-May-2015,(MontclairFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:29-March-2015,(PhoenixFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:26-April-2015,(IndependentFilmFestivalBoston),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:11-April-2015,(FloridaFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:27-March-2015,(ClevelandInternationalFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:6-March-2015,(BoulderInternationalFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:24-May-2015,(SeattleInternationalFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:6-October-2014,(NewYorkFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:2-April-2015,(ChattanoogaFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:8-January-2015,(PalmSpringsInternationalFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:7-February-2015,(PortlandInternationalFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:23-April-2015,(Minneapolis-St.PaulInternationalFilmFestival),100
Sunshine Superman (2014),USA:PG,0000013101,6.9,1083,USA:22-May-2015,,100
Super Capers: The Origins of Ed and the Missing Bullion (2009),USA:PG,2111000000,3.1,957,USA:20-March-2009,(limited),98
Super Capers: The Origins of Ed and the Missing Bullion (2009),USA:PG,2111000000,3.1,957,USA:21-July-2009,(DVDpremiere),98
Super High Me (2007),USA:R,0000122100,6.1,12122,USA:7-March-2008,(SouthbySouthwestFilmFestival),89
Super High Me (2007),USA:R,0000122100,6.1,12122,USA:7-March-2008,(SouthbySouthwestFilmFestival),94
Super High Me (2007),USA:R,0000122100,6.1,12122,USA:20-April-2008,,89
Super High Me (2007),USA:R,0000122100,6.1,12122,USA:20-April-2008,,94
Super High Me (2007),USA:R,0000122100,6.1,12122,USA:13-October-2007,(WoodstockFilmFestival),89
Super High Me (2007),USA:R,0000122100,6.1,12122,USA:13-October-2007,(WoodstockFilmFestival),94
Super Seal (1976),USA:G,..1...42.1,7.1,7,USA:April-1976,,86
Superfantagenio (1986),USA:PG,0001221000,5.3,2411,USA:April-1987,,95
Supergirl (1984),USA:PG,0011110000,4.3,15532,USA:21-November-1984,,138
Supergirl (1984),USA:PG,0011110000,4.3,15532,USA:21-November-1984,,105
Supergirl (1984),USA:PG,0011110000,4.3,15532,USA:21-November-1984,,150
Supergirl (1984),USA:PG,0011110000,4.3,15532,USA:21-November-1984,,105
Supergirl (1984),USA:PG,0011110000,4.3,15532,USA:21-November-1984,,92
Superman (1941),USA:Passed,0000012202,7.4,2297,USA:26-September-1941,,144
Superman (1941),USA:Approved,0000012202,7.4,2297,USA:26-September-1941,,144
Superman (1978),USA:PG,0000012211,7.3,137512,USA:15-December-1978,,127
Superman (1978),USA:PG,0000012211,7.3,137512,USA:15-December-1978,,151
Superman II (1980),USA:PG,0000022100,6.8,83797,USA:19-June-1981,,116
Superpower (2008),USA:PG-13,0000011102,7.2,309,USA:28-August-2008,(AugustSunFilm&TelevisionFestival),119
Supervan (1977),USA:PG,2011000001,4.0,145,USA:March-1977,,91
Supreme Champion (2010),USA:R,3110000001,3.3,170,USA:1-July-2010,,86
Surabaya Conspiracy (1969),USA:R,0101210000,5.0,35,USA:1975,,88
Surabaya Conspiracy (1969),USA:R,0101210000,5.0,35,USA:16-August-2011,(DVDpremiere),88
Surf Nazis Must Die (1987),USA:R,2110000000,3.5,4339,USA:3-July-1987,,83
Surf Ninjas (1993),USA:PG,1001110001,5.0,6734,USA:6-August-1993,(limited),87
Surf Ninjas (1993),USA:PG,1001110001,5.0,6734,USA:20-August-1993,,87
Suriyothai (2001),USA:R,0000012101,6.6,1729,USA:19-January-2003,(SundanceFilmFestival),142
Suriyothai (2001),USA:R,0000012101,6.6,1729,USA:9-June-2003,(SeattleInternationalFilmFestival),142
Suriyothai (2001),USA:R,0000012101,6.6,1729,USA:21-April-2003,(SanFranciscoInternationalFilmFestival),142
Suriyothai (2001),USA:R,0000012101,6.6,1729,USA:20-June-2003,(limited),142
Survival Island (2002),USA:R,4110000000,2.4,3708,USA:14-June-2002,,85
Survival Zone (1983),USA:R,0111110000,4.1,126,USA:1983,,90
Suspect Zero (2004),USA:R,0000122000,5.9,17272,USA:27-August-2004,,99
Suspiria (1977),USA:R,0000012211,7.5,53227,USA:26-September-1979,(re-release),92
Suspiria (1977),USA:R,0000012211,7.5,53227,USA:12-August-1977,,92
Sutorîto Faitâ II gekijô-ban (1994),USA:PG-13,0000012211,7.3,6737,USA:16-January-1996,,94
Sutorîto Faitâ II gekijô-ban (1994),USA:PG-13,0000012211,7.3,6737,USA:16-January-1996,,96
Sutures (2009),USA:R,0001101100,4.4,1065,USA:20-July-2010,(DVDpremiere),83
Sutures (2009),USA:R,0001101100,4.4,1065,USA:4-October-2009,(ShriekfestFilmFestival),83
Suvorov (1941),USA:Passed,00.0012201,7.3,104,USA:19-September-1941,,100
Swamp Thing (1982),USA:PG,0001221000,5.4,10572,USA:19-February-1982,,93
Sweet Hearts Dance (1988),USA:R,0001221000,5.7,684,USA:23-September-1988,,101
Sweet Insanity (2006),USA:R,5100000000,2.2,711,USA:27-June-2006,(DVDpremiere),90
Sweet Insanity (2006),USA:R,5100000000,2.2,711,USA:16-January-2006,,90
Sweet Killing (1993),USA:R,00112100.1,5.2,72,USA:20-October-1993,(videopremiere),87
Sweet Murder (1990),USA:R,01012100.1,4.9,58,USA:25-August-1993,(videopremiere),101
Sweet Music (1935),USA:Approved,0000131100,6.1,104,USA:23-February-1935,,100
Sweet Music (1935),USA:Approved,0000131100,6.1,104,USA:20-February-1935,(premiere),100
Sweet Music (1935),USA:Passed,0000131100,6.1,104,USA:23-February-1935,,100
Sweet Music (1935),USA:Passed,0000131100,6.1,104,USA:20-February-1935,(premiere),100
Sweet November (1968),USA:Approved,0000011112,7.1,812,USA:8-February-1968,,114
Sweet Revenge (1976),USA:PG,0000211000,6.1,199,USA:June-1976,,90
Sweet Sugar (1972),USA:R,0000111001,5.7,280,USA:January-1973,,78
Sweetie (1989),USA:R,0000012200,6.9,2641,USA:6-October-1989,(NewYorkFilmFestival),97
Swimming (2000),USA:R,0000122100,6.4,867,USA:20-September-2000,(WoodstockFilmFestival),90
Swimming (2000),USA:R,0000122100,6.4,867,USA:6-June-2001,(ConnecticutGayandLesbianFilmFestival),90
Swimming (2000),USA:R,0000122100,6.4,867,USA:October-2000-,(ChicagoInternationalFilmFestival),90
Swimming (2000),USA:R,0000122100,6.4,867,USA:9-March-2000,(SantaBarbaraFilmFestival),90
Swimming in Auschwitz (2007),USA:PG-13,000.002221,7.7,70,USA:30-January-2007,(SantaBarbaraFilmFestival),63
Swing Your Lady (1938),USA:Approved,0001210000,4.8,354,USA:8-January-1938,,77
Swiss Miss (1938),USA:Approved,0000022100,6.8,1443,USA:20-May-1938,,65
Swiss Miss (1938),USA:Passed,0000022100,6.8,1443,USA:20-May-1938,,65
Swooped: Based on a Real Life Occurrence (2011),USA:R,3000000003,5.8,87,USA:2011,,86
Sydney (1996),USA:R,0000013210,7.3,31752,USA:28-April-2000,(re-release),101
Sydney (1996),USA:R,0000013210,7.3,31752,USA:20-January-1996,(SundanceFilmFestival),101
Sydney (1996),USA:R,0000013210,7.3,31752,USA:28-February-1997,,101
Sykt lykkelig (2010),USA:R,0000023100,6.5,2702,USA:16-September-2011,,85
Sykt lykkelig (2010),USA:R,0000023100,6.5,2702,USA:20-October-2011,(TallgrassFilmFestival),85
Sykt lykkelig (2010),USA:R,0000023100,6.5,2702,USA:20-May-2011,(SeattleInternationalFilmFestival),85
Sykt lykkelig (2010),USA:R,0000023100,6.5,2702,USA:January-2011-,(SundanceFilmFestival),85
Sykt lykkelig (2010),USA:R,0000023100,6.5,2702,USA:15-October-2011,(NewHampshireFilmFestival),85
Sykt lykkelig (2010),USA:R,0000023100,6.5,2702,USA:25-March-2011,(NewDirectors/NewFilms),85
Sylvia (2003),USA:R,0000122100,6.3,9380,USA:17-October-2003,(limited),110
Sylvia (2003),USA:R,0000122100,6.3,9380,USA:17-October-2003,(limited),100
Sylvia (2003),USA:R,0000122100,6.3,9380,USA:31-October-2003,,110
Sylvia (2003),USA:R,0000122100,6.3,9380,USA:31-October-2003,,100
Syncopation (1942),USA:Passed,.000122100,6.5,132,USA:22-May-1942,,76
Syncopation (1942),USA:Passed,.000122100,6.5,132,USA:22-May-1942,,88
Syncopation (1942),USA:Approved,.000122100,6.5,132,USA:22-May-1942,,76
Syncopation (1942),USA:Approved,.000122100,6.5,132,USA:22-May-1942,,88
Szerelmi álmok - Liszt (1970),USA:G,00.0001123,7.1,159,USA:December-1975,,130
T-Force (1994),USA:R,2011111000,4.3,462,USA:31-January-1995,(videopremiere),105
Table for Three (2009),USA:R,0001121001,5.5,2822,USA:23-June-2009,(DVDpremiere),93
Tai Chi 0 (2012),USA:PG-13,0000122100,6.1,4367,USA:19-October-2012,(limited),98
Tai Chi 0 (2012),USA:PG-13,0000122100,6.1,4367,USA:12-October-2012,(HawaiiFilmFestival),98
Tai Chi 0 (2012),USA:PG-13,0000122100,6.1,4367,USA:22-September-2012,(AustinFantasticFest),98
Tai quan zhen jiu zhou (1973),USA:R,0000121101,6.3,152,USA:July-1974,,95
Take It to the Limit (1980),USA:PG,1..0...223,7.9,23,USA:March-1980,,95
Take It to the Limit (1980),USA:PG,1..0...223,7.9,23,USA:October-1980-,(ChicagoInternationalFilmFestival),95
Take Me Home Tonight (2011),USA:R,0000122100,6.3,46354,USA:4-March-2011,,97
Take Shelter (2011),USA:R,0000012210,7.4,77009,USA:24-January-2011,(SundanceFilmFestival),120
Take Shelter (2011),USA:R,0000012210,7.4,77009,USA:30-September-2011,(limited),120
Takedown (2000),USA:R,0000122101,6.3,6140,USA:28-September-2004,(DVDpremiere),96
Taking Lives (2004),USA:R,0000122100,6.2,69873,USA:19-March-2004,,109
Tale of a Vampire (1992),USA:R,0000111001,5.4,595,USA:January-1993-,(PalmSpringsInternationalFilmFestival),93
Talent Scout (1937),USA:Approved,0.02221000,5.4,44,USA:24-July-1937,,62
Talento de barrio (2008),USA:R,1000011002,5.4,680,USA:10-October-2008,,107
Talhotblond: (2009),USA:R,0000013100,6.8,2557,USA:1-February-2009,(SilverdocsFilmFestival),83
Talhotblond: (2009),USA:R,0000013100,6.8,2557,USA:23-March-2010,(DVDpremiere),83
Tang ren jie xiao zi (1977),USA:R,0000012101,6.8,191,USA:1978,,115
Tang shan da xiong (1971),USA:R,0000013101,7.1,20343,USA:February-1981,,99
Tang shan da xiong (1971),USA:R,0000013101,7.1,20343,USA:9-January-2007,(TVpremiere),99
Tangled (2010),USA:PG,0000002311,7.8,330137,USA:24-November-2010,,100
Tangy Guacamole (2003),USA:R,6200000000,1.4,363,USA:11-November-2003,(DVDpremiere),89
Tanned Legs (1929),USA:Passed,0002121000,5.7,111,USA:10-November-1929,,71
Target: Harry (1969),USA:GP,00121010.1,5.2,80,USA:23-May-1969,,85
Target: Harry (1969),USA:GP,00121010.1,5.2,80,USA:January-1979,,85
Tarnished Angel (1938),USA:Approved,.000221000,6.0,87,USA:28-October-1938,,67
Tarzan and the Lost City (1998),USA:PG,1111100000,3.9,1904,USA:24-April-1998,,83
Taste of Fear (1961),USA:Approved,0000012310,7.4,2753,USA:18-August-2015,(HammerFilmsCollection),81
Taste of Fear (1961),USA:Approved,0000012310,7.4,2753,USA:22-August-1961,,81
Taste the Blood of Dracula (1970),USA:R,0000122100,6.4,4169,USA:7-June-1970,,91
Tatie Danielle (1990),USA:PG-13,0000012201,7.2,2795,USA:17-May-1991,,110
Te wu mi cheng (2001),USA:PG-13,0000231000,5.9,13830,USA:1-January-2007,(TVpremiere),87
Te wu mi cheng (2001),USA:PG-13,0000231000,5.9,13830,USA:13-August-2002,(videopremiere),87
Teach Me Tonight (1997),USA:R,0011100001,4.7,213,USA:1997,,82
Ted (2012),USA:R,0000012200,7.0,507957,USA:29-June-2012,,112
Ted 2 (2015),USA:R,0000122100,6.3,146086,USA:26-June-2015,,125
Teenage Hitchhikers (1974),USA:R,0001111001,5.9,154,USA:June-1975,,80
Teenage Tramp (1973),USA:R,0010210100,5.5,47,USA:July-1973,,80
Teenage Tramp (1973),USA:R,0010210100,5.5,47,USA:July-1973,,76
Teenagers from Outer Space (1959),USA:Approved,1111100000,3.6,2636,USA:3-June-1959,,72
Tekken (2010),USA:R,0011111000,4.8,23706,USA:19-July-2011,(DVDpremiere),92
Tekken (2010),USA:R,0011111000,4.8,23706,USA:19-July-2011,(DVDpremiere),92
Tell Me a Riddle (1980),USA:PG,0000111201,6.6,127,USA:February-1981-,(JewisFilmFestival),90
Tembo (1952),USA:Passed,......2114,8.7,14,USA:11-January-1952,,80
Tembo (1952),USA:Approved,......2114,8.7,14,USA:11-January-1952,,80
Temnye vody (1993),USA:R,0000112100,6.4,1043,USA:6-October-2006,(H.P.LovecraftFilmFestival),89
Temnye vody (1993),USA:R,0000112100,6.4,1043,USA:6-October-2006,(H.P.LovecraftFilmFestival),94
Tempest (1982),USA:PG,0000112101,6.5,1890,USA:24-September-1982,,140
Ten Inch Hero (2007),USA:R,0000001212,7.5,10805,USA:28-April-2007,(SantaCruzFilmFestival),102
Ten Inch Hero (2007),USA:R,0000001212,7.5,10805,USA:23-February-2009,(DVDpremiere),102
Ten Inch Hero (2007),USA:R,0000001212,7.5,10805,USA:1-February-2008,(FloridaARTFilmFestival),102
Ten Inch Hero (2007),USA:R,0000001212,7.5,10805,USA:April-2008-,(EyeCon),102
Ten Inch Hero (2007),USA:R,0000001212,7.5,10805,USA:25-April-2007,(NewportBeachInternationalFilmFestival),102
Tendres cousines (1980),USA:R,0000121000,5.6,1270,USA:November-1983,,90
Tenebre (1982),USA:R,0000012211,7.2,16000,USA:17-February-1984,,91
Tenebre (1982),USA:R,0000012211,7.2,16000,USA:13-February-1987,(re-release),91
Tentacoli (1977),USA:PG,1121100000,3.6,2347,USA:15-June-1977,,102
Tenth Avenue Kid (1938),USA:Approved,0.022211..,5.2,18,USA:22-August-1938,,66
Tenure (2008),USA:R,0000132100,6.1,2328,USA:19-February-2010,(DVDpremiere),89
Tenure (2008),USA:R,0000132100,6.1,2328,USA:October-2009-,(HamptonsInternationalFilmFestival),89
Tenure (2008),USA:R,0000132100,6.1,2328,USA:24-October-2009,(AustinFilmFestival),89
Tepepa (1969),USA:R,0000013100,6.8,705,USA:November-1979,,103
Terminal Choice (1985),USA:R,0001111001,5.6,195,USA:10-May-1985,,97
Terminal Error (2002),USA:PG-13,1111110000,4.0,449,USA:26-April-2002,,120
Terminal Exposure (1987),USA:R,2110100001,3.6,199,USA:7-December-1989,(videopremiere),105
Terminal Exposure (1987),USA:R,2110100001,3.6,199,USA:21-September-1987,,105
Termination Man (1998),USA:R,3210000..0,2.9,97,USA:7-November-2000,(videopremiere),92
Terra (2007),USA:PG,0000012100,6.6,10448,USA:25-May-2008,(SeattleInternationalFilmFestival),85
Terra (2007),USA:PG,0000012100,6.6,10448,USA:25-April-2009,(SanFranciscoInternationalFilmFestival),85
Terra (2007),USA:PG,0000012100,6.6,10448,USA:1-May-2009,,85
Terra (2007),USA:PG,0000012100,6.6,10448,USA:20-September-2008,(AustinFantasticFest),85
Terra (2007),USA:PG,0000012100,6.6,10448,USA:27-April-2008,(TribecaFilmFestival),85
Terrarium (2003),USA:PG-13,4100000000,2.3,188,USA:25-January-2003,,81
Terri (2011),USA:R,0000123100,6.5,8931,USA:2-May-2011,(BostonIndependentFilmFestival),105
Terri (2011),USA:R,0000123100,6.5,8931,USA:30-April-2011,(SanFranciscoInternationalFilmFestival),105
Terri (2011),USA:R,0000123100,6.5,8931,USA:22-January-2011,(SundanceFilmFestival),105
Terri (2011),USA:R,0000123100,6.5,8931,USA:15-April-2011,(FloridaFilmFestival),105
Terri (2011),USA:R,0000123100,6.5,8931,USA:1-July-2011,(limited),105
Terri (2011),USA:R,0000123100,6.5,8931,USA:18-June-2011,(BAMcinemaFest),105
Terri (2011),USA:R,0000123100,6.5,8931,USA:4-June-2011,(SeattleInternationalFilmFestival),105
Terri (2011),USA:R,0000123100,6.5,8931,USA:April-2011-,(NashvilleFilmFestival),105
Terror Firmer (1999),USA:R,0000011101,6.2,4264,USA:October-1999-,(ChicagoInternationalFilmFestival),114
Terror Firmer (1999),USA:R,0000011101,6.2,4264,USA:October-1999-,(ChicagoInternationalFilmFestival),98
Terror in a Texas Town (1958),USA:Approved,0000013100,6.9,1247,USA:25-August-1958,,81
Terror in a Texas Town (1958),USA:Passed,0000013100,6.9,1247,USA:25-August-1958,,81
Terrorgram (1990),USA:R,0011110000,5.1,87,USA:1990,,88
Terry and the Pirates (1940),USA:Passed,0000122101,6.4,50,USA:12-April-1940,,300
Terry and the Pirates (1940),USA:Approved,0000122101,6.4,50,USA:12-April-1940,,300
Testing Movie (2012),USA:PG-13,0.0.011113,7.7,48,USA:1-January-2012,(SundanceFilmFestival),123
Testing Movie (2012),USA:PG-13,0.0.011113,7.7,48,USA:20-March-2017,,123
Testing Movie (2012),USA:R,0.0.011113,7.7,48,USA:20-March-2017,,123
Testing Movie (2012),USA:GA,0.0.011113,7.7,48,USA:1-January-2012,(SundanceFilmFestival),123
Testing Movie (2012),USA:R,0.0.011113,7.7,48,USA:1-January-2012,(SundanceFilmFestival),123
Testing Movie (2012),USA:GA,0.0.011113,7.7,48,USA:20-March-2017,,123
Testosterone (2003),USA:R,1000111100,5.5,1054,USA:26-June-2004,(SanFranciscoInternationalLesbianandGayFilmFestival),105
Testosterone (2003),USA:R,1000111100,5.5,1054,USA:16-October-2004,(ReelAffirmationsInternationalGayandLesbianFilmFestival),105
Tex Granger: Midnight Rider of the Plains (1948),USA:Passed,...110331.,6.9,19,USA:2-May-1959,(re-release),270
Tex Granger: Midnight Rider of the Plains (1948),USA:Approved,...110331.,6.9,19,USA:1-April-1948,,270
Tex Granger: Midnight Rider of the Plains (1948),USA:Passed,...110331.,6.9,19,USA:1-April-1948,,270
Tex Granger: Midnight Rider of the Plains (1948),USA:Approved,...110331.,6.9,19,USA:2-May-1959,(re-release),270
Texas 46 (2002),USA:R,0000111112,6.1,173,USA:30-November-2004,,96
Texas Detour (1978),USA:R,0010100001,5.4,54,USA:June-1978,,92
Texas Killing Fields (2011),USA:R,0000221000,5.7,16211,USA:14-October-2011,(limited),105
Texas Rangers (2001),USA:PG-13,0001221000,5.2,4948,USA:30-November-2001,,110
Thank You (1925),USA:Passed,30000000.1,4.5,23,USA:1-November-1925,,70
That Forsyte Woman (1949),USA:Passed,0000023100,6.7,937,USA:3-November-1949,,113
That Forsyte Woman (1949),USA:Approved,0000023100,6.7,937,USA:3-November-1949,,113
That Lucky Touch (1975),USA:PG,0001210000,4.9,236,USA:December-1975,,89
That Other Woman (1942),USA:Passed,.1..3131.1,6.2,10,USA:13-November-1942,,75
That Other Woman (1942),USA:Approved,.1..3131.1,6.2,10,USA:13-November-1942,,75
That Thing You Do! (1996),USA:PG,0000012101,6.9,53878,USA:4-October-1996,,149
The 24th Day (2004),USA:R,0000012101,6.6,3245,USA:6-May-2004,(TribecaFilmFestival),96
The 400 Million (1939),USA:Passed,0000022101,6.9,127,USA:14-March-1939,,61
The 400 Million (1939),USA:Approved,0000022101,6.9,127,USA:14-March-1939,,61
The 420 Movie (2009),USA:R,5..0.....3,4.2,12,USA:20-April-2009,(DVDpremiere),79
The 420 Movie (2009),USA:R,5..0.....3,4.2,12,USA:15-May-2010,(NewMexicoFilmmakersShowcase),79
The Abominable Snowman (1957),USA:Approved,0000122100,6.5,2787,USA:October-1957,,85
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:28-October-1929,(episode5),215
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:2-December-1929,(episode10),215
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:4-November-1929,(episode6),215
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:11-November-1929,(episode7),215
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:25-November-1929,(episode9),215
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:7-October-1929,(Episode2),215
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:14-October-1929,(Episode3),215
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:30-September-1929,,215
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:21-October-1929,(episode4),215
The Ace of Scotland Yard (1929),USA:Passed,3..1.21..2,5.1,9,USA:18-November-1929,(episode8),215
The Adventurers (1951),USA:Approved,0010321000,5.4,66,USA:7-December-1951,,74
The Adventures of a Rookie (1943),USA:Approved,0012211...,4.5,43,USA:August-1943,,64
The Adventures of Food Boy (2008),USA:PG,1111100001,4.1,753,USA:27-September-2008,(SanDiegoFilmFestival),90
The Adventures of Food Boy (2008),USA:PG,1111100001,4.1,753,USA:10-May-2008,(DelrayBeachFilmFestival),90
The Adventures of Food Boy (2008),USA:PG,1111100001,4.1,753,USA:29-August-2008,(MoondanceFilmFestival),90
The Adventures of Food Boy (2008),USA:PG,1111100001,4.1,753,USA:8-August-2008,(RhodeIslandInternationalFilmFestival),90
The Adventures of Food Boy (2008),USA:PG,1111100001,4.1,753,USA:7-October-2008,(DVDpremiere),90
The Adventures of Food Boy (2008),USA:PG,1111100001,4.1,753,USA:February-2009-,(SedonaInternationalFilmFestival),90
The Adventures of Food Boy (2008),USA:PG,1111100001,4.1,753,USA:April-2008-,(NewportBeachInternationalFilmFestival),90
The Adventures of Food Boy (2008),USA:PG,1111100001,4.1,753,USA:July-2008-,(KidsFirstFilmandVideoFestival),90
The Adventures of Pinocchio (1996),USA:G,0001221000,5.3,4461,USA:26-July-1996,,96
