Name,Count
anthropomorphic-clothing,(20)	
anthropomorphic-cloud,(23)	
anthropomorphic-dinosaur,(25)	
anthropomorphic-dog,(28)	
anthropomorphic-duck,(23)	
anthropomorphic-flower,(34)	
anthropomorphic-food,(41)	
anthropomorphic-insect,(29)	
anthropomorphic-mouse,(57)	
anthropomorphic-musical-instrument,(20)	
anthropomorphic-rabbit,(30)	
anthropomorphic-sun,(21)	
anthropomorphic-toy,(33)	
anthropomorphic-tree,(38)	
anthropomorphic-vehicle,(43)	
anthropomorphism,(1512)	
anthropophagus,(67)	
anti-abortion,(54)	
anti-actor,(39)	
anti-aircraft,(39)	
anti-aircraft-gun,(92)	
anti-americanism,(41)	
anti-artist,(85)	
anti-authority,(47)	
anti-bullying,(32)	
anti-capitalism,(63)	
anti-catholic,(21)	
anti-cinema,(73)	
anti-communism,(66)	
anti-communist,(133)	
anti-conformity,(79)	
anti-consumerism,(22)	
anti-depressant,(61)	
anti-drugs,(69)	
anti-establishment,(70)	
anti-fascism,(72)	
anti-fascist,(55)	
anti-film,(39)	
anti-gay,(23)	
anti-hero,(1269)	
anti-heroine,(124)	
anti-matter,(32)	
anti-nazi,(48)	
anti-nazism,(26)	
anti-pornography,(24)	
anti-racism,(42)	
anti-religion,(22)	
anti-semite,(32)	
anti-semitic-slur,(48)	
anti-semitism,(586)	
anti-smoking,(22)	
anti-social,(79)	
anti-social-behavior,(36)	
anti-terrorism,(44)	
anti-villain,(74)	
anti-violence,(24)	
anti-vivisection,(92)	
anti-war,(380)	
anti-war-demonstration,(23)	
anti-war-protest,(52)	
anti-whaling,(69)	
antibiotic,(42)	
antichrist,(126)	
anticipation,(21)	
antidote,(177)	
antifa,(58)	
antigravity,(29)	
antihero,(105)	
antique,(239)	
antique-auction,(24)	
antique-car,(27)	
antique-collector,(21)	
antique-dealer,(182)	
antique-gun,(26)	
antique-shop,(187)	
antique-store,(35)	
antiquities,(21)	
antiquity,(82)	
antler,(35)	
antonyms-in-title,(91)	
ants,(64)	
antwerp-belgium,(35)	
anus,(108)	
anvil,(183)	
anxiety,(483)	
anxiety-attack,(60)	
anxiety-disorder,(22)	
anzac,(31)	
apache,(273)	
apache-indian,(264)	
apache-territory,(131)	
apache-tribe,(58)	
apartheid,(174)	
apartment,(2386)	
apartment-block,(25)	
apartment-building,(561)	
apartment-complex,(47)	
apartment-fire,(30)	
apartment-house,(30)	
apartment-hunting,(31)	
apathy,(56)	
ape,(336)	
ape-man,(54)	
aphrodisiac,(184)	
apocalypse,(855)	
apocalyptic,(83)	
apollo,(29)	
apollo-11,(51)	
apollo-13,(22)	
apollo-program,(27)	
apologetics,(22)	
apology,(2185)	
apostle,(42)	
apostrophe-in-episode-title,(271)	
apostrophe-in-title,(2064)	
apothecary,(26)	
app,(56)	
appalachia,(66)	
appalachian,(21)	
apparent-suicide,(39)	
apparition,(328)	
appeal,(50)	
appearance,(70)	
appeared-on-tv-news,(46)	
appendicitis,(75)	
appendix,(20)	
applause,(1180)	
apple,(733)	
apple-computer,(94)	
apple-ii,(68)	
apple-macintosh-computer,(22)	
apple-pie,(77)	
apple-tree,(70)	
application-form,(27)	
applying-lipstick,(98)	
applying-makeup,(107)	
appointment,(66)	
appraisal,(38)	
apprehension,(23)	
apprentice,(208)	
apprenticeship,(21)	
april-fool's-day,(78)	
apron,(104)	
aquaphobia,(28)	
aquarium,(484)	
aqueduct,(47)	
arab,(510)	
arab-american,(39)	
arab-culture,(77)	
arab-israeli,(27)	
arab-israeli-conflict,(73)	
arab-jewish-relations-in-israel,(26)	
arab-spring,(37)	
arab-stereotype,(32)	
arab-terrorist,(24)	
arab-woman,(29)	
arabesque,(22)	
arabia,(54)	
arabian,(74)	
arabian-nights,(62)	
arabic,(110)	
arabs,(20)	
arachnophobia,(52)	
aramotaskaup,(42)	
arc-de-triomphe-paris,(51)	
arcade,(297)	
arcade-game,(3301)	
arcade-shooter,(70)	
arcee-the-character,(74)	
arch,(40)	
arch-villain,(56)	
archaeologist,(166)	
archaeology,(151)	
archangel,(34)	
archangel-michael,(35)	
archbishop,(77)	
archenemy,(42)	
archeological-dig,(90)	
archeologist,(255)	
archeology,(275)	
archer,(248)	
archery,(381)	
archie-comics,(31)	
archipelago,(64)	
architect,(705)	
architectural-drawing,(20)	
architectural-model,(45)	
architecture,(682)	
architecture-student,(21)	
archival,(23)	
archival-footage,(633)	
archival-photograph,(190)	
archive,(170)	
archive-footage,(2846)	
archives,(114)	
arctic,(383)	
arctic-circle,(31)	
arctic-ocean,(29)	
ardennes,(29)	
area-51,(65)	
arena,(359)	
argentina,(484)	
argentine,(42)	
argentine-tango,(27)	
argentinian,(40)	
arguing,(49)	
argument,(1532)	
argument-between-couple,(48)	
argument-between-friends,(25)	
aria,(63)	
arid,(34)	
aristocracy,(283)	
aristocrat,(573)	
arizona,(1013)	
arizona-desert,(36)	
arizona-ranger,(23)	
arizona-rangers,(23)	
arizona-territory,(363)	
ark,(46)	
ark-of-the-covenant,(22)	
arkansas,(135)	
arkham-asylum,(24)	
arlington-national-cemetery,(45)	
arm,(50)	
arm-amputation,(34)	
arm-bandage,(22)	
arm-blown-off,(57)	
arm-cast,(78)	
arm-cut-off,(145)	
arm-in-a-cast,(30)	
arm-in-a-sling,(43)	
arm-in-cast,(46)	
arm-in-sling,(33)	
arm-injury,(64)	
arm-ripped-off,(113)	
arm-sling,(311)	
arm-wound,(70)	
arm-wrestling,(236)	
armada,(25)	
armadillo,(58)	
armageddon,(107)	
armchair,(46)	
armed,(22)	
armed-forces,(70)	
armed-guard,(27)	
armed-robbery,(455)	
armed-shuttlecraft,(30)	
armenia,(251)	
armenian,(187)	
armenian-american,(26)	
armenian-culture,(54)	
armenian-genocide,(76)	
armenian-history,(55)	
armistice,(79)	
armistice-day-1918,(23)	
armor,(510)	
armored-car,(319)	
armored-car-robbery,(82)	
armored-truck,(137)	
armored-truck-robbery,(20)	
armored-vehicle,(59)	
armorhide-the-character,(23)	
armory,(134)	
armoury,(40)	
armoury-officer,(90)	
armpit,(32)	
armpit-hair,(20)	
armpit-licking,(35)	
arms,(22)	
arms-deal,(62)	
arms-dealer,(297)	
arms-race,(33)	
arms-smuggling,(56)	
arms-tied-overhead,(273)	
arms-trade,(23)	
army,(2006)	
army-air-corps,(26)	
army-base,(187)	
army-buddy,(31)	
army-captain,(80)	
army-colonel,(42)	
army-deserter,(27)	
army-doctor,(26)	
army-general,(117)	
army-hospital,(32)	
army-lieutenant,(21)	
army-life,(154)	
army-major,(53)	
army-men,(32)	
army-nurse,(47)	
army-officer,(151)	
army-private,(22)	
army-ranger,(23)	
army-sergeant,(52)	
army-training,(42)	
army-veteran,(42)	
army-vs-civilians,(33)	
around-the-world,(63)	
arranged-marriage,(728)	
arrest,(3354)	
arrest-warrant,(51)	
arrested,(78)	
arrested-development,(43)	
arrested-for-murder,(20)	
arrival,(53)	
arrogance,(469)	
arrogant-man,(29)	
arrow,(507)	
arrow-in-back,(72)	
arrow-in-chest,(106)	
arrow-in-the-back,(37)	
arrowhead,(32)	
arsenal,(130)	
arsene-lupin,(46)	
arsenic,(77)	
arsenic-poisoning,(33)	
arson,(1344)	
arsonist,(145)	
art,(2940)	
art-auction,(42)	
art-book,(23)	
art-class,(116)	
art-collection,(59)	
art-collector,(98)	
art-critic,(65)	
art-dealer,(151)	
art-deco,(120)	
art-director,(36)	
art-exhibit,(56)	
art-exhibition,(201)	
art-film,(204)	
art-forger,(23)	
art-forgery,(85)	
art-gallery,(639)	
art-historian,(31)	
art-history,(112)	
art-horror,(170)	
art-house,(103)	
art-installation,(30)	
art-instruction,(38)	
art-model,(34)	
art-museum,(193)	
art-nouveau,(21)	
art-project,(35)	
art-restoration,(27)	
art-school,(94)	
art-show,(58)	
art-student,(122)	
art-studio,(70)	
art-teacher,(60)	
art-theft,(127)	
art-therapy,(24)	
art-thief,(64)	
artefact,(33)	
arthouse,(197)	
arthritis,(62)	
arthurian-legend,(77)	
article,(32)	
artifact,(260)	
artificial-human,(33)	
artificial-insemination,(188)	
artificial-intelligence,(457)	
artificial-leg,(63)	
artificial-respiration,(47)	
artillery,(128)	
artillery-fire,(28)	
artisan,(20)	
artist,(2914)	
artist's-model,(56)	
artist's-studio,(49)	
artist-model,(31)	
artistic,(30)	
artistic-director,(22)	
artistic-expression,(23)	
arts,(117)	
arts-and-crafts,(44)	
artwork,(88)	
aryan,(51)	
aryan-brotherhood,(54)	
asbestos,(32)	
ascension,(20)	
ascot,(24)	
asexual,(34)	
asexuality,(22)	
ash,(46)	
ash-scattering,(51)	
ashes,(186)	
ashtray,(91)	
asia,(369)	
asian,(1105)	
asian-american,(828)	
asian-american-woman,(44)	
asian-canadian,(45)	
asian-comedian,(28)	
asian-culture,(31)	
asian-detective,(46)	
asian-food,(21)	
asian-girl,(57)	
asian-hero,(26)	
asian-horror,(109)	
asian-indian,(81)	
asian-lesbian,(34)	
asian-man,(119)	
asian-man-white-woman-relationship,(22)	
asian-stereotype,(105)	
asian-teenager,(27)	
asian-woman,(600)	
asking-for-a-date,(70)	
asking-for-a-loan,(21)	
asking-for-autograph,(27)	
asking-for-directions,(24)	
asking-for-forgiveness,(62)	
asking-for-help,(73)	
asking-for-money,(26)	
asking-out,(29)	
asking-someone-out-on-a-date,(53)	
asking-to-be-killed,(26)	
asleep-at-the-wheel,(35)	
asparagus,(59)	
asperger's-syndrome,(111)	
asphyxiation,(167)	
aspiration,(33)	
aspirin,(85)	
aspiring-actor,(112)	
aspiring-actress,(230)	
aspiring-artist,(35)	
aspiring-filmmaker,(34)	
aspiring-musician,(76)	
aspiring-singer,(87)	
aspiring-writer,(132)	
ass,(430)	
ass-fucking,(46)	
ass-to-mouth,(2248)	
assailant,(23)	
assassin,(1684)	
assassination,(1509)	
assassination-attempt,(769)	
assassination-of-jfk,(34)	
assassination-of-president,(71)	
assassination-plot,(222)	
assault,(705)	
assault-and-battery,(40)	
assault-on-police-officer,(38)	
assault-rifle,(417)	
assayer,(26)	
assembling-gun,(26)	
assembly-line,(123)	
assertive-woman,(21)	
assertiveness,(21)	
assignment,(112)	
assimilation,(59)	
assistant,(352)	
assistant-coach,(21)	
assistant-director,(56)	
assistant-district-attorney,(66)	
assistant-u.s.-attorney,(28)	
assisted-suicide,(146)	
assumed-dead,(62)	
assumed-identity,(468)	
assumption,(23)	
asterisk-in-title,(100)	
asteroid,(258)	
asteroid-belt,(29)	
asthma,(258)	
asthma-attack,(66)	
asthma-inhaler,(54)	
asthmatic,(62)	
aston-martin,(55)	
astral-projection,(68)	
astrologer,(73)	
astrology,(192)	
astronaut,(560)	
astronaut-costume,(23)	
astronomer,(116)	
astronomy,(270)	
astronut,(20)	
astrophysicist,(37)	
astrophysics,(29)	
aswang,(31)	
asylum,(422)	
asylum-seeker,(60)	
at-sign-in-title,(70)	
atacama-desert,(27)	
atari,(31)	
atari-2600,(51)	
atari-8-bit,(36)	
atari-st,(156)	
ataturk,(50)	
atf,(25)	
atf-agent,(57)	
atheism,(232)	
atheist,(379)	
athena,(28)	
athens-greece,(177)	
athlete,(704)	
athletic-cheating,(28)	
athletic-training,(31)	
athletics,(75)	
atlanta-georgia,(217)	
atlantic,(20)	
atlantic-city-new-jersey,(119)	
atlantic-ocean,(226)	
atlantis,(186)	
atm,(627)	
atm-machine,(39)	
atmosphere,(77)	
atom,(43)	
atom-bomb,(36)	
atomic,(47)	
atomic-bomb,(319)	
atomic-energy,(48)	
atomic-explosion,(21)	
atomic-testing,(25)	
atomic-weapons,(31)	
atonement,(85)	
atrocity,(230)	
attache-case,(31)	
attack,(1255)	
attack-dog,(44)	
attacked-by-a-dog,(25)	
attacked-by-a-plant,(23)	
attacked-by-dinosaur,(52)	
attacked-by-dog,(24)	
attacked-from-behind,(80)	
attacked-with-a-knife,(38)	
attempted-assassination,(61)	
attempted-bribery,(49)	
attempted-child-murder,(33)	
attempted-drowning,(61)	
attempted-escape,(64)	
attempted-kidnapping,(62)	
attempted-murder,(1558)	
attempted-poisoning,(35)	
attempted-rape,(1100)	
attempted-robbery,(175)	
attempted-seduction,(70)	
attempted-strangulation,(69)	
attempted-suicide,(710)	
attempted-theft,(34)	
attention-deficit-disorder,(39)	
attention-deficit-hyperactivity-disorder,(23)	
attention-seeker,(40)	
attention-seeking,(39)	
attic,(513)	
attitude,(77)	
attorney,(786)	
attorney-general,(71)	
attraction,(407)	
atv,(62)	
au-pair,(65)	
auction,(669)	
auction-bidder,(20)	
auctioneer,(85)	
audi,(64)	
audience,(664)	
audience-interaction,(29)	
audience-participation,(307)	
audio-begins-before-video,(23)	
audio-cassette,(205)	
audio-communication,(127)	
audio-flashback,(103)	
audio-recording,(115)	
audio-surveillance,(48)	
audio-tape,(109)	
audiovisual-communication,(94)	
audit,(51)	
audition,(1285)	
auditor,(40)	
auditorium,(84)	
auditory-hallucination,(37)	
august,(27)	
augusto-pinochet,(37)	
auld-lang-syne,(44)	
aunt,(626)	
aunt-nephew-incest,(54)	
aunt-nephew-relationship,(661)	
aunt-niece-incest,(22)	
aunt-niece-relationship,(925)	
aura,(36)	
aurora-borealis,(68)	
auschwitz,(165)	
aussie,(280)	
austerity,(38)	
austin-texas,(130)	
australia,(2079)	
australian,(1139)	
australian-aboriginal,(184)	
australian-aborigine,(36)	
australian-abroad,(66)	
australian-accent,(49)	
australian-aliens,(37)	
australian-apocalyptic,(38)	
australian-army,(40)	
australian-bush,(197)	
australian-creatures,(30)	
australian-desert,(85)	
australian-fantasy,(330)	
australian-future-earth,(26)	
australian-grand-prix,(36)	
australian-history,(49)	
australian-horror,(254)	
australian-horror-host,(21)	
australian-man,(135)	
australian-outback,(322)	
australian-rules-football,(27)	
australian-science-fiction,(302)	
australian-soldier,(28)	
australian-supernatural,(213)	
australian-television,(61)	
australian-woman,(65)	
australian-zombies,(26)	
austria,(303)	
austria-hungary,(34)	
austrian,(123)	
austro-hungarian,(23)	
auteur,(32)	
auteur-tv,(158)	
author,(1252)	
author-cameo,(75)	
authoress,(37)	
authoritarianism,(56)	
authority,(95)	
autism,(438)	
autistic,(23)	
autistic-child,(31)	
autistic-savant,(56)	
autistic-son,(25)	
auto-accident,(38)	
auto-fellatio,(32)	
auto-industry,(20)	
auto-mechanic,(212)	
auto-racing,(170)	
auto-repair,(81)	
auto-repair-shop,(35)	
auto-shop,(38)	
auto-show,(22)	
auto-theft,(126)	
autobahn,(38)	
autobiographical,(335)	
autobiography,(82)	
autobot,(156)	
autobot-ark,(36)	
autobot-base,(136)	
autobot-brothers,(37)	
autobot-combiner,(38)	
autobot-headquarters,(25)	
autobot-insignia,(41)	
autobot-symbol,(26)	
autobot-train,(21)	
autobot-versus-decepticon,(143)	
autobot-versus-predacon,(36)	
autoerotic-asphyxiation,(43)	
autograph,(373)	
autographed-photograph,(20)	
automat,(26)	
automated-teller-machine,(99)	
automatic-door,(42)	
automatic-doors,(110)	
automatic-pistol,(40)	
automatic-rifle,(47)	
automatic-weapon,(126)	
automation,(58)	
automaton,(29)	
automobile,(1347)	
automobile-accident,(264)	
automobile-chase,(25)	
automobile-industry,(25)	
automobile-manufacturer,(21)	
automobile-racing,(174)	
automobile-theft,(20)	
automotive,(45)	
autonomy,(41)	
autopilot,(39)	
autopsy,(626)	
autumn,(255)	
autumn-leaves,(25)	
avalanche,(300)	
avant-garde,(1957)	
avant-garde-film,(89)	
avarice,(48)	
avatar,(64)	
avenge,(24)	
avenger,(161)	
averting-disaster,(23)	
aviation,(721)	
aviation-history,(20)	
aviator,(169)	
aviator-sunglasses,(28)	
aviatrix,(27)	
avocado,(29)	
awakened-by-alarm-clock,(41)	
awakened-by-an-alarm-clock,(26)	
awakened-by-phone,(38)	
awakening,(104)	
award,(468)	
award-ceremony,(144)	
award-winner,(27)	
award-winning-film,(22)	
awards,(81)	
awards-show,(1802)	
awareness,(64)	
away-team,(179)	
awkward,(38)	
awkward-silence,(37)	
awkward-situation,(283)	
awkwardness,(222)	
awol,(99)	
axe,(1860)	
axe-fight,(113)	
axe-in-the-back,(25)	
axe-in-the-chest,(41)	
axe-in-the-head,(104)	
axe-murder,(374)	
axe-murderer,(63)	
axe-throwing,(37)	
ayahuasca,(30)	
azerbaijan,(74)	
aztec,(29)	
aztec-indian,(60)	
b-17-bomber,(23)	
b-boy,(25)	
b-horror,(555)	
b-movie,(3264)	
b-roll,(23)	
b-western,(744)	
b-word,(23)	
babe,(131)	
babe-scientist,(255)	
baboon,(81)	
baby,(3668)	
baby-alien,(23)	
baby-bird,(31)	
baby-boomer,(28)	
baby-born,(123)	
baby-bottle,(105)	
baby-boy,(230)	
baby-carriage,(151)	
baby-clothes,(36)	
baby-crying,(90)	
baby-daughter,(60)	
baby-delivery,(24)	
baby-doll,(36)	
baby-elephant,(24)	
baby-food,(26)	
baby-girl,(264)	
baby-killer,(27)	
baby-left-on-doorstep,(22)	
baby-monitor,(82)	
baby-name,(56)	
baby-nursery,(30)	
baby-oil,(467)	
baby-picture,(31)	
baby-selling,(22)	
baby-shower,(89)	
baby-son,(42)	
baby-stroller,(60)	
baby-switch,(26)	
baby-talk,(32)	
babylon,(23)	
babylon-babylonia,(24)	
babysitter,(713)	
babysitting,(353)	
baccarat,(37)	
bachelor,(397)	
bachelor-pad,(32)	
bachelor-party,(273)	
bachelorette,(37)	
bachelorette-party,(71)	
back-alley,(31)	
back-alley-abortion,(21)	
back-from-the-dead,(596)	
back-in-time,(73)	
back-injury,(37)	
back-massage,(44)	
back-pain,(49)	
back-rub,(29)	
back-stabbing,(78)	
back-story,(27)	
back-to-nature,(34)	
back-to-school,(26)	
back-to-the-future,(34)	
backfire,(35)	
backflip,(81)	
backgammon,(73)	
background,(22)	
background-check,(24)	
backhand-slap,(88)	
backhoe,(42)	
backpack,(511)	
backpacker,(51)	
backpacking,(61)	
backstage,(601)	
backstory,(64)	
backup-singer,(24)	
backwards,(35)	
backwards-time-travel,(109)	
backwoods,(135)	
backyard,(173)	
backyard-barbecue,(24)	
bacon,(110)	
bacteria,(100)	
bad-acting,(75)	
bad-actor,(43)	
bad-advice,(36)	
bad-attitude,(27)	
bad-back,(23)	
bad-behavior,(45)	
bad-boy,(20)	
bad-breath,(72)	
bad-check,(24)	
bad-cook,(36)	
bad-cop,(64)	
bad-cops,(21)	
bad-dancing,(21)	
bad-date,(68)	
bad-day,(30)	
bad-dream,(133)	
bad-driver,(62)	
bad-girl,(65)	
bad-guy,(329)	
bad-guy-wins,(49)	
bad-guys-win,(51)	
bad-influence,(51)	
bad-joke,(86)	
bad-luck,(167)	
bad-manners,(26)	
bad-mood,(28)	
bad-mother,(81)	
bad-news,(122)	
bad-poetry,(25)	
bad-reputation,(41)	
bad-singer,(28)	
bad-singing,(124)	
bad-smell,(158)	
bad-taste,(38)	
bad-taste-humour,(46)	
bad-teeth,(21)	
bad-temper,(69)	
bad-trip,(22)	
bad-weather,(57)	
badge,(291)	
badger,(100)	
badlands,(44)	
badminton,(71)	
bag,(208)	
bag-lady,(25)	
bag-of-gold,(27)	
bag-of-groceries,(26)	
bag-of-money,(421)	
bag-over-head,(395)	
bagel,(59)	
baggage,(51)	
baggage-claim,(27)	
baghdad-iraq,(59)	
baghdad-mesopotamia,(23)	
bagman,(40)	
bagpipes,(253)	
baguette,(21)	
bahamas,(86)	
bahrain,(70)	
bail,(171)	
bail-bondsman,(48)	
bail-out,(24)	
bailiff,(122)	
bait,(142)	
baja-california,(47)	
bake-sale,(21)	
baked-beans,(25)	
baker,(213)	
bakersfield-california,(21)	
bakery,(300)	
baking,(221)	
baking-a-cake,(34)	
baking-competition,(32)	
baking-cookies,(49)	
baku,(20)	
balaclava,(66)	
balance,(39)	
balcony,(607)	
bald,(136)	
bald-eagle,(25)	
bald-head,(29)	
bald-hero,(34)	
bald-man,(641)	
bald-vulva,(131)	
bald-woman,(59)	
balding,(25)	
balding-man,(23)	
baldness,(169)	
baldric-sash,(72)	
bali,(51)	
balisong,(77)	
balkan,(66)	
balkan-war,(38)	
balkans,(24)	
ball,(515)	
ball-and-chain,(42)	
ball-gag,(388)	
ball-gagged,(39)	
ball-gown,(21)	
ball-peen-hammer,(29)	
ballad,(122)	
balladeer,(58)	
ballerina,(317)	
ballerina-costume,(23)	
ballet,(1077)	
ballet-class,(50)	
ballet-dancer,(162)	
ballet-dancing,(37)	
ballet-school,(33)	
ballet-shoes,(26)	
ballet-teacher,(38)	
ballistics,(75)	
balloon,(954)	
balloon-animal,(37)	
balloon-vendor,(91)	
ballot,(32)	
ballroom,(164)	
ballroom-dancing,(221)	
balls,(29)	
baltic-sea,(70)	
baltimore-maryland,(193)	
bamboo,(111)	
ban,(29)	
banana,(578)	
banana-peel,(91)	
banana-republic,(32)	
band,(1772)	
band-aid,(68)	
band-leader,(26)	
band-manager,(45)	
band-member,(87)	
band-music,(21)	
band-name-in-title,(478)	
band-practice,(40)	
band-rehearsal,(40)	
band-tour,(24)	
bandage,(389)	
bandaged-arm,(38)	
bandaged-face,(58)	
bandaged-hand,(171)	
bandaged-head,(84)	
bandaged-nose,(23)	
bandana,(185)	
bandanna,(64)	
bandit,(756)	
bandit-gang,(54)	
bandito,(26)	
bandits,(21)	
bandleader,(333)	
bandolero,(59)	
bandstand,(103)	
banging-head-against-wall,(47)	
banging-on-a-door,(53)	
bangkok,(51)	
bangkok-thailand,(99)	
bangladesh,(104)	
bangs,(39)	
banishment,(160)	
banister,(26)	
banjo,(233)	
banjo-player,(29)	
bank,(1273)	
bank-account,(84)	
bank-check,(26)	
bank-clerk,(96)	
bank-employee,(49)	
bank-foreclosure,(25)	
bank-fraud,(24)	
bank-guard,(24)	
bank-heist,(131)	
bank-loan,(59)	
bank-manager,(123)	
bank-note,(63)	
bank-president,(53)	
bank-robber,(431)	
bank-robbery,(1530)	
bank-teller,(147)	
bank-vault,(171)	
banker,(610)	
banking,(73)	
bankrupt,(45)	
bankruptcy,(318)	
banned,(78)	
banned-episode,(26)	
banned-film,(105)	
banner,(107)	
banquet,(258)	
banshee,(46)	
banter,(50)	
baptism,(373)	
baptist,(127)	
baptist-church,(63)	
baptist-preacher,(78)	
bar,(5881)	
bar-bell,(30)	
bar-brawl,(259)	
bar-fight,(756)	
bar-girl,(40)	
bar-hostess,(25)	
bar-keeper,(35)	
bar-mitzvah,(100)	
bar-of-soap,(26)	
bar-owner,(90)	
bar-shootout,(377)	
bar-singer,(21)	
barack,(21)	
barack-obama,(67)	
barbarian,(199)	
barbarism,(32)	
barbary-coast,(20)	
barbecue,(528)	
barbecue-grill,(38)	
barbed-wire,(362)	
barbed-wire-fence,(66)	
barbell,(27)	
barber,(519)	
barber-shop,(302)	
barbershop,(225)	
barbershop-quartet,(40)	
barbie,(57)	
barbie-doll,(78)	
barbra-streisand,(20)	
barcelona,(22)	
barcelona-spain,(180)	
barcode,(25)	
bare-ass,(61)	
bare-bottom,(27)	
bare-breast,(42)	
bare-breasted-girl,(26)	
bare-breasts,(10198)	
bare-butt,(2848)	
bare-butt-male,(38)	
bare-butt-woman,(57)	
bare-chested,(34)	
bare-chested-boy,(282)	
bare-chested-male,(13260)	
bare-chested-male-bondage,(1297)	
bare-chested-male-fighting,(119)	
bare-feet,(247)	
bare-feet-on-table,(44)	
bare-foot-woman,(28)	
bare-knuckle-boxing,(49)	
bare-knuckle-fighting,(86)	
bare-midriff,(114)	
bareback,(1442)	
bareback-riding,(85)	
bareback-sex,(88)	
barefoot,(558)	
barefoot-cartoon-animal,(51)	
barefoot-female,(546)	
barefoot-male,(1024)	
barefoot-man,(29)	
barefoot-on-street,(43)	
barefoot-woman,(138)	
barely-legal,(33)	
barfly,(239)	
bargain,(42)	
barge,(117)	
